醫事機構代碼,醫事機構名稱,醫事機構地址,經度,緯度,醫事機構電話,廠牌項目,快篩試劑截至目前結餘存貨數量,來源資料時間,備註
5937180030,生春大藥局,彰化縣永靖鄉東門路２３３號,120.547,23.92143,(04)8220929,羅氏家用新冠病毒抗原自我檢測套組,8,2022/05/09 08:09:02,週一至週六早上7點50分開始營業 週日公休
5937181215,邱利調劑藥局,彰化縣永靖鄉瑚璉路３０８號,120.5469,23.92419,(04)8235509,羅氏家用新冠病毒抗原自我檢測套組,23,2022/05/09 08:09:02,實名制早上8:15開始 下午&晚上滾動式   星期日暫停代售
5937181260,永茗藥局,彰化縣永靖鄉永東村東門路１９８號,120.5477,23.92182,(04)8242721,羅氏家用新冠病毒抗原自我檢測套組,38,2022/05/09 08:09:02,每日代售時間早上8:00-19:00，星期日公休
5937190063,新保和藥局,彰化縣社頭鄉社頭村員集路２段２２４號,120.5878,23.89874,(04)8732330,羅氏家用新冠病毒抗原自我檢測套組,23,2022/05/09 08:09:02,星期一早8點開始販售
5937191131,順天藥局二店,彰化縣社頭鄉員集路２段２９７ 號,120.5871,23.90005,(04)8726901,羅氏家用新冠病毒抗原自我檢測套組,16,2022/05/09 08:09:02,無
5937191195,藥典大藥局,彰化縣社頭鄉清水岩路２３９號,120.5924,23.89976,(04)8732497,羅氏家用新冠病毒抗原自我檢測套組,41,2022/05/09 08:09:02,營業時間:早上8點至晚上9:30
5937191248,佳和藥局,彰化縣社頭鄉社頭村員集路２段３３３號,120.5868,23.90071,(04)8731331,羅氏家用新冠病毒抗原自我檢測套組,73,2022/05/09 08:09:02,無
5937191275,社頭榮生藥局,彰化縣社頭鄉清水岩路２５３號,120.592,23.89981,(04)8732172,羅氏家用新冠病毒抗原自我檢測套組,4,2022/05/09 08:09:02,無
5937230053,彰芳藥局,彰化縣芳苑鄉和平村芳漢路王功段３９１號,120.3382,23.96268,(04)8932321,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,每日上午9點至12點 下午2點半至5點半開始販售 若配送延遲則延至送達整理後即開賣 星期日下午休息
5937251105,宏吉藥局,彰化縣竹塘鄉竹塘村仁愛街５０號,120.4271,23.86282,(04)8976709,羅氏家用新冠病毒抗原自我檢測套組,43,2022/05/09 08:09:02,周一到周六，7:50開始販賣快篩試劑（無發放號碼牌）
5937260033,呂藥局,彰化縣溪州鄉溪州里中興路１號,120.4944,23.85174,(04)8895552,羅氏家用新冠病毒抗原自我檢測套組,18,2022/05/09 08:09:02,8:00開始販售快篩試劑，售完為止
5937261165,中榮堂中西藥局,彰化縣溪州鄉中山路３段３６７號,120.4949,23.85307,(04)8895636,羅氏家用新冠病毒抗原自我檢測套組,37,2022/05/09 08:09:02,周一至周日上午8點開始販售售完為止
5938010108,宏嘉藥局,南投縣南投市崇文里彰南路一段１１１４號,120.6854,23.90663,(049)2228073,羅氏家用新冠病毒抗原自我檢測套組,70,2022/05/09 08:09:02,配合政府防疫政策.快篩試劑每日早上8:10分販售.售完為止
5938011730,明安大藥局,南投縣南投市復興路４８７、４８９號,120.6769,23.91728,(049)2248922,羅氏家用新冠病毒抗原自我檢測套組,40,2022/05/09 08:09:02,早上9:30開始領快篩號碼牌，14:00後領健保卡
5938011810,南投丁丁藥局,南投縣南投市三和里三和二路１０號,120.69,23.90461,(049)2245977,羅氏家用新冠病毒抗原自我檢測套組,64,2022/05/09 08:09:02,健保快篩早上8點開賣
5938020079,仁和藥局,南投縣埔里鎮薰化里中山路三段９７號,120.9631,23.96619,(049)2985470,羅氏家用新冠病毒抗原自我檢測套組,74,2022/05/09 08:09:02,固定周一至周日上午10.00快篩開賣，售完為止
5938021432,東風中西藥局,南投縣埔里鎮南昌街３０９號,120.9624,23.96734,(049)2903112,羅氏家用新冠病毒抗原自我檢測套組,70,2022/05/09 08:09:02,無
5938021772,集成藥局,南投縣埔里鎮南興街２７０號,120.9644,23.96386,(049)2992837,羅氏家用新冠病毒抗原自我檢測套組,75,2022/05/09 08:09:02,避免群聚~改成預約制~請親自至店裡預約
5938021969,宜康健保藥局,南投縣埔里鎮南昌街２６１號,120.9637,23.96682,(049)2904170,羅氏家用新冠病毒抗原自我檢測套組,7,2022/05/09 08:09:02,固定早上8:30開始販賣防疫口罩售完為止
5938022019,安欣藥局,南投縣埔里鎮中山路三段９８號,120.9633,23.96631,(04)2906620,羅氏家用新冠病毒抗原自我檢測套組,77,2022/05/09 08:09:02,口罩代售時間:周一至周六早上自08:30-12:00:周一至週五下午3:00-6:00；現場排隊；週六下午至周日全天休
5938022171,博今藥局,南投縣埔里鎮東潤路２０號,120.9942,23.93519,(049)2926689,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,無
5938030057,萬壽堂藥局,南投縣草屯鎮中山街２１１號,120.6828,23.97853,(049)2333570,羅氏家用新冠病毒抗原自我檢測套組,64,2022/05/09 08:09:02,販售時間：週一 至 週六 早上8:00【萬壽堂 祝您 順心
5938040044,仁山藥局,南投縣竹山鎮昭德街２３號,120.6862,23.75827,(049)2657720,羅氏家用新冠病毒抗原自我檢測套組,31,2022/05/09 08:09:02,口罩代售時間週一~週六自上午08:30-21:00，售完為止；
5938040151,快安藥局,南投縣竹山鎮延平里集山路三段１３號,120.7065,23.76677,(049)2643048,羅氏家用新冠病毒抗原自我檢測套組,23,2022/05/09 08:09:02,口罩代售時間週一~週六自08:00-21.00（週四.週六下午.週日公休但不定時營業
5938040286,皇英藥局,南投縣竹山鎮林圯街２７－１號,120.6809,23.7549,(049)2654006,羅氏家用新冠病毒抗原自我檢測套組,76,2022/05/09 08:09:02,早上8：30-晚上8：30
5938040366,竹山藥局,南投縣竹山鎮中山里竹山路１５０之２號,120.6818,23.7539,(049)2644930,羅氏家用新冠病毒抗原自我檢測套組,61,2022/05/09 08:09:02,避免群聚，快篩試劑採預約制，週日照常營業，售完為止。
5938040437,宏明堂藥局,南投縣竹山鎮竹山里橫街８８號,120.6831,23.75616,(049)2642202,羅氏家用新冠病毒抗原自我檢測套組,6,2022/05/09 08:09:02,早上7:30開始營業至晚上9:00。（全年無休）
5938041685,宗穎藥局,南投縣竹山鎮集山路３段５８７號,120.6908,23.76006,(049)2635379,羅氏家用新冠病毒抗原自我檢測套組,71,2022/05/09 08:09:02,8:10~起現場認購；無法幫你保留
5938041694,仁惠藥局,南投縣竹山鎮集山路二段９９號,120.7135,23.79961,(049)2622158,羅氏家用新冠病毒抗原自我檢測套組,7,2022/05/09 08:09:02,早上9:30-11:00預收隔日快篩卡／錢（六.日店休）
5938041729,早安藥局,南投縣竹山鎮雲林路４１號,120.6834,23.75608,(049)2651032,羅氏家用新冠病毒抗原自我檢測套組,65,2022/05/09 08:09:02,實名制快篩試劑早上10點開始販售
5938041809,維淇藥師藥局,南投縣竹山鎮集山路三段８１６－１號,120.6863,23.75949,(049)2653689,羅氏家用新冠病毒抗原自我檢測套組,43,2022/05/09 08:09:02,早上8：30~晚上21：00，星期六下午晚上及星期日休息
5938041845,博愛藥局,南投縣竹山鎮雲林路３５號,120.6836,23.75612,(049)2642748,羅氏家用新冠病毒抗原自我檢測套組,73,2022/05/09 08:09:02,0830AM開始販售，售完為止
5938050077,永明藥局,南投縣集集鎮田寮里龍泉巷６－１號,120.7513,23.83479,(049)2781456,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/09 08:09:02,快篩試劑早上07.08分開賣喔! 請來電!
5938050120,家禾藥局,南投縣集集鎮民生路２３７號,120.779,23.82647,(049)2760565,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,快篩代售：w1~w5 下午2：00（當場發放號碼牌，而後當場代售）
5938070097,好康藥局,南投縣鹿谷鄉中正路二段６４號,120.7538,23.7458,(049)2753788,羅氏家用新冠病毒抗原自我檢測套組,16,2022/05/09 08:09:02,公費快篩早上8點販售
5938100063,興安藥局,南投縣國姓鄉石門村國姓路２７８－１號,120.8568,24.04001,(049)2721133,羅氏家用新冠病毒抗原自我檢測套組,58,2022/05/09 08:09:02,正常8:30開始營業，（若消毒完成提早8:00開始販賣口罩）
5938110023,杏仁藥局,南投縣水里鄉新城村民權路２３６號,120.8526,23.81758,(049)2776008,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,周一到周六，下午2:30販售快篩，售完為止，星期日休息
5938110032,人人藥局,南投縣水里鄉中央村中正路７８號,120.854,23.81568,(049)2770166,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,星期一~日快篩試劑販賣時間早上08:30 ，現場排隊，售完為止
5938110078,立特藥局,南投縣水里鄉中央村中正路６８號,120.8543,23.81587,(049)2775837,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,每天早上8點現場排隊持健保卡領號碼牌，中午12點至晚上9點半持號碼牌領快篩劑.
5939010068,尚陽中西藥局,雲林縣斗六市鎮西里雲林路二段２５０號,120.5298,23.70215,(05)5370248,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,快篩實名制早上8:30開始販售（周日公休）
5939010200,永聖藥局,雲林縣斗六市鎮北里南京路３９３號１樓,120.5382,23.71473,(05)5329858,羅氏家用新冠病毒抗原自我檢測套組,46,2022/05/09 08:09:02,星期一至星期六早上8:00起  星期日 晚上6:00起
5939010504,桂賓藥局,雲林縣斗六市信義里鎮北路３號,120.5432,23.71143,(05)5332138,羅氏家用新冠病毒抗原自我檢測套組,75,2022/05/09 08:09:02,週五.六.日 休息 沒售快篩
5939011734,怡康健保藥局,雲林縣斗六市西平路４２－１號,120.5392,23.70849,(05)5334585,羅氏家用新冠病毒抗原自我檢測套組,88,2022/05/09 08:09:02,5／9（一） 9:30開始販售快篩
5939011832,汶藥局,雲林縣斗六市大同路１０３號２樓,120.5451,23.70965,(05)5344728,羅氏家用新冠病毒抗原自我檢測套組,55,2022/05/09 08:09:02,快篩實名制: 每天早上80:00開賣，售完為止。三、五下午，六晚上，日全天，以上時間休診。
5939011850,明真西藥局,雲林縣斗六市自由路１號,120.5447,23.70513,(05)5321605,羅氏家用新冠病毒抗原自我檢測套組,26,2022/05/09 08:09:02,口罩販售:早上0800-1200中午1200-1400休息下午1400到2100賣完為止
5939012133,鎮東藥局,雲林縣斗六市中華路４６０號,120.5516,23.70846,(05)5332449,羅氏家用新冠病毒抗原自我檢測套組,52,2022/05/09 08:09:02,星期二. 五 下午及晚上休息  星期六全天休息 （國定假日 星期日 9:00開始 晚上7:30 休息 ）
5939012179,保健藥局,雲林縣斗六市梅林路２８３號,120.5996,23.70252,(05)5576037,羅氏家用新冠病毒抗原自我檢測套組,5,2022/05/09 08:09:02,1~5，六日休，8點賣（如果有到貨）
5939012302,北友藥局,雲林縣斗六市上海路２４２號,120.5419,23.71457,(05)5349507,羅氏家用新冠病毒抗原自我檢測套組,75,2022/05/09 08:09:02,快篩試劑早上8點半開始販售  若未收到配送則例外
5939012320,瑞安藥局,雲林縣斗六市中正路１５號,120.5446,23.71021,(05)5373085,羅氏家用新冠病毒抗原自我檢測套組,63,2022/05/09 08:09:02,5／6~9快篩發放時間：早上8點
5939012339,永光藥局,雲林縣斗六市中山路９號,120.542,23.70989,(05)5379939,羅氏家用新冠病毒抗原自我檢測套組,52,2022/05/09 08:09:02,※依實際到貨時間開始販賣。
5939012526,世明中西藥局,雲林縣斗六市文化路３２４－１號,120.5532,23.71162,(05)5333109,羅氏家用新冠病毒抗原自我檢測套組,51,2022/05/09 08:09:02,口罩販售:於周一到周日營業時間9:00~售完為止，快篩試劑販售:於周一到周六營業時間14:00開賣~售完為止
5939012571,上好藥局,雲林縣斗六市永安路７２號,120.5478,23.70901,(05)5331780,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,快篩試劑  目前為上午8：30販售  售完為止
5939020171,仁安堂藥局,雲林縣斗南鎮南昌里文元街４３號,120.4778,23.67535,(05)5952020,羅氏家用新冠病毒抗原自我檢測套組,58,2022/05/09 08:09:02,服務時間 : 周一至周六AM8:00-PM10:00 ／ 周日AM8:00-PM6:00
5939021294,玲津藥局,雲林縣斗南鎮中山路１７之２號,120.4801,23.67372,(05)5972889,羅氏家用新冠病毒抗原自我檢測套組,74,2022/05/09 08:09:02,5月8日.星期日營業時間為上午9點
5939021552,民安藥局,雲林縣斗南鎮中山路８９號,120.4789,23.67575,(05)5972076,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/09 08:09:02,快篩試劑早上7點至8點排隊領號碼牌，下午兩點過後領取試劑及健保卡。
5939021561,聖安藥局,雲林縣斗南鎮南昌里南昌路１３０號,120.4788,23.6732,(05)5954652,羅氏家用新冠病毒抗原自我檢測套組,37,2022/05/09 08:09:02,5月9日快篩試劑  販售完畢。每天早上07:30開始販售
5939021570,他里霧藥局,雲林縣斗南鎮民權路１９號,120.479,23.67382,(05)5950560,羅氏家用新冠病毒抗原自我檢測套組,68,2022/05/09 08:09:02,快篩試劑   星期六 日早上8點開始販賣
5939030300,黎明藥師藥局,雲林縣虎尾鎮新生路１１０號,120.4368,23.70773,(05)6310921,羅氏家用新冠病毒抗原自我檢測套組,45,2022/05/09 08:09:02,快篩試劑販賣時間:周一至週六早上8點開始，5／8週日晚上8點販售
5939031576,良方藥局,雲林縣虎尾鎮中山路５７號,120.4344,23.70764,(05)6312106,羅氏家用新冠病毒抗原自我檢測套組,53,2022/05/09 08:09:02,周日休息.5／9（一）上午8點開賣78份，另下午2點半開賣78份.現場排隊!!
5939031996,端發藥局,雲林縣虎尾鎮林森路一段３２９號,120.4368,23.71237,(05)6314168,羅氏家用新冠病毒抗原自我檢測套組,69,2022/05/09 08:09:02,販賣快篩時間:每日14:30-售完為止請提早排隊
5939032144,新生松藥局,雲林縣虎尾鎮民生路３７－５號,120.4367,23.70816,(05)6326562,羅氏家用新冠病毒抗原自我檢測套組,42,2022/05/09 08:09:02,實名制快篩販賣時間:周一到周五早上9:30販賣，周六，日休息
5939032420,虎尾台丞藥局,雲林縣虎尾鎮林森路一段３４６號,120.4364,23.7122,(05)6325698,羅氏家用新冠病毒抗原自我檢測套組,76,2022/05/09 08:09:02,（如果前一天有到貨）快篩開賣時間:星期一至五早上08:15-11:30；星期六下午14:15-17:00，皆現場排隊購買
5939032626,林藥師藥局,雲林縣虎尾鎮中正路２０７號,120.432,23.70698,(05)6334135,羅氏家用新冠病毒抗原自我檢測套組,42,2022/05/09 08:09:02,販賣試劑時間:星期一至星期六上午8:00--下午5:30 星期日上午8:30-12:00
5939032715,林森啄木鳥藥局,雲林縣虎尾鎮明正東路８號,120.4387,23.71498,(05)6320417,羅氏家用新冠病毒抗原自我檢測套組,43,2022/05/09 08:09:02,實名制快篩販售時間：早上9點~售完為止。周日無販售
5939032724,虎尾藥局,雲林縣虎尾鎮林森路二段１１７、１１９號,120.4298,23.70595,(05)6336330,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,新開業， 5／4網路建置完成 每日下午16:00開始販售
5939041465,仁祥藥局,雲林縣西螺鎮中和里中山路４６號,120.4628,23.80013,(05)5882111,羅氏家用新冠病毒抗原自我檢測套組,62,2022/05/09 08:09:02,口罩販售時間自早上8點起至售完為止
5939041705,祐祐藥局,雲林縣西螺鎮光復西路３６２號,120.4547,23.79624,(05)5878758,羅氏家用新冠病毒抗原自我檢測套組,63,2022/05/09 08:09:02,每日14:00開始販售，星期六、星期日沒有（無）販快篩試劑
5939041778,瑞大藥局,雲林縣西螺鎮平和路７７－１號,120.4575,23.7991,(05)5873287,羅氏家用新冠病毒抗原自我檢測套組,38,2022/05/09 08:09:02,無
5939051238,天愛藥局,雲林縣土庫鎮中山路８０號,120.3903,23.6749,(05)6629923,羅氏家用新冠病毒抗原自我檢測套組,6,2022/05/09 08:09:02,無
5939060120,民生藥局,雲林縣北港鎮民生路７０號,120.3027,23.56495,(05)7822476,羅氏家用新冠病毒抗原自我檢測套組,46,2022/05/09 08:09:02,上午8:30-晚上9:30，週末請先電話洽詢
5939061501,南方藥局,雲林縣北港鎮共榮里博愛路１１９號,120.3037,23.56877,(05)7832178,羅氏家用新冠病毒抗原自我檢測套組,35,2022/05/09 08:09:02,販賣快篩時間:週一~日自08:00至售完為止
5939061583,大元藥局,雲林縣北港鎮民樂路７２號,120.2972,23.57494,(05)7833636,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,販賣口罩時間:如營業時間
5939061789,樂芯藥局,雲林縣北港鎮文化路１６６號,120.3038,23.57334,(05)7820005,羅氏家用新冠病毒抗原自我檢測套組,43,2022/05/09 08:09:02,周一至周日早上8:00 開始販賣
5939061814,安麗兒藥局北港店,雲林縣北港鎮大同路１０２號,120.3037,23.57091,(05)7820169,羅氏家用新冠病毒抗原自我檢測套組,47,2022/05/09 08:09:02,快篩8點開始販售發放號碼牌
5939071294,元林中西藥局,雲林縣古坑鄉西平村西平路９－２號１樓,120.5606,23.64679,(05)5828229,羅氏家用新冠病毒抗原自我檢測套組,51,2022/05/09 08:09:02,販賣口罩時間：08:00
5939071310,禾安藥局,雲林縣古坑鄉朝陽村中山路１３６－１號,120.562,23.64552,(05)5828318,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,口罩代售時間每日上午8:00發號碼販售，售完為止
5939091170,西河藥局,雲林縣莿桐鄉饒平村饒平路１０２號,120.5194,23.77781,(05)5842950,羅氏家用新冠病毒抗原自我檢測套組,9,2022/05/09 08:09:02,快篩實名制早上7:30販賣
5939101108,禾萊藥局,雲林縣林內鄉重興村１４６－８號,120.574,23.76767,(05)5894790,羅氏家用新冠病毒抗原自我檢測套組,6,2022/05/09 08:09:02,販賣快篩時間：08：00開始販賣至售完為止，星期二下午休息
5939120032,崇愛藥局,雲林縣崙背鄉信義路８８號,120.3546,23.75895,(05)6962769,羅氏家用新冠病毒抗原自我檢測套組,33,2022/05/09 08:09:02,全年無休. 實名制快篩早上8點排隊販售至售完為止
5939120050,韓藥局,雲林縣崙背鄉中山路１６３號,120.3571,23.76011,(05)6962462,羅氏家用新冠病毒抗原自我檢測套組,37,2022/05/09 08:09:02,每日早上8：00依序販售實名制快篩
5939120069,慈恩藥局,雲林縣崙背鄉南陽村永昌路６２號,120.3514,23.76036,(05)6964122,羅氏家用新冠病毒抗原自我檢測套組,38,2022/05/09 08:09:02,口罩:0800-1200；1400-2100（販完為止）
5939121137,莊藥局,雲林縣崙背鄉民權路１８０號,120.3531,23.76169,(05)6960510,羅氏家用新冠病毒抗原自我檢測套組,38,2022/05/09 08:09:02,口罩:1200-1400
5939121208,詠大藥局,雲林縣崙背鄉南陽村中山路１０９－２號,120.3585,23.75958,(05)6967990,羅氏家用新冠病毒抗原自我檢測套組,17,2022/05/09 08:09:02,無
5939121262,昀橙藥局,雲林縣崙背鄉東明村正義路１２０－１號,120.3595,23.76132,(05)6969089,羅氏家用新冠病毒抗原自我檢測套組,52,2022/05/09 08:09:02,實名制快篩販售，早上8點開始，到售完為止，現場排隊，不發號碼牌
5939130029,見春藥局,雲林縣麥寮鄉橋頭村仁德路７４號,120.2783,23.79629,(05)6912265,羅氏家用新冠病毒抗原自我檢測套組,10,2022/05/09 08:09:02,快篩劑五月六日起改為早上七點半開賣-即本星期五開始.
5939131286,新興藥局,雲林縣麥寮鄉麥豐村新興路３７－１號,120.2518,23.74714,(05)6938030,羅氏家用新冠病毒抗原自我檢測套組,132,2022/05/09 08:09:02,家用快篩試劑8點開始販售，賣完為止
5939141139,東新藥局,雲林縣東勢鄉東勢西路５５號,120.2519,23.6761,(05)6998959,羅氏家用新冠病毒抗原自我檢測套組,20,2022/05/09 08:09:02,週一至五8-12 14-18 週六8-12點
5939141219,安康藥局,雲林縣東勢鄉東南村康安路１８號,120.2553,23.67587,(05)6993866,羅氏家用新冠病毒抗原自我檢測套組,59,2022/05/09 08:09:02,星期一、三、五為8:00-19:00，星期二、四、六、日為8:00-12:00販售快篩試劑.
5939151135,三民藥局,雲林縣褒忠鄉三民路１５號,120.3109,23.69352,(05)6975515,羅氏家用新冠病毒抗原自我檢測套組,43,2022/05/09 08:09:02,快篩試劑販賣時間:09:00至售完
5939161140,木川藥局,雲林縣台西鄉中山路３９３號,120.1931,23.70056,(05)6986220,羅氏家用新冠病毒抗原自我檢測套組,11,2022/05/09 08:09:02,口罩發放時間:星期一到星期六早上8:00開始，售完為止.星期日休息
5939170023,永昇藥局,雲林縣元長鄉下寮村東庄路３５號,120.3311,23.61548,(05)7861838,羅氏家用新冠病毒抗原自我檢測套組,5,2022/05/09 08:09:02,販賣口罩時間：0800開賣，賣完為止
5939171093,和平藥局,雲林縣元長鄉下寮村東興路３３號,120.334,23.61849,(05)7862551,羅氏家用新冠病毒抗原自我檢測套組,34,2022/05/09 08:09:02,販賣口罩時間：0800開賣，賣完為止
5939171128,順元藥局,雲林縣元長鄉中山路２５號,120.3132,23.64867,(05)7886555,羅氏家用新冠病毒抗原自我檢測套組,74,2022/05/09 08:09:02,週六、週日上午彈性上班，於營業時間均可購買，賣完為止。
5939180074,仁安堂藥局,雲林縣四湖鄉中山西路１８５號,120.2216,23.63745,(05)7875563,羅氏家用新冠病毒抗原自我檢測套組,14,2022/05/09 08:09:02,0700-販售結束
5939181133,陽明藥局,雲林縣四湖鄉中正路４２２號,120.2251,23.63476,(05)7876519,羅氏家用新冠病毒抗原自我檢測套組,58,2022/05/09 08:09:02,0800---販售結束
5939181231,大家藥局,雲林縣四湖鄉中正路４３３號,120.2256,23.63449,(05)7877435,羅氏家用新冠病毒抗原自我檢測套組,9,2022/05/09 08:09:02,0730-1930（12:00~14:00休息）
5939181339,威仁藥局,雲林縣四湖鄉中山西路７０號,120.2237,23.6378,(05)7875041,羅氏家用新冠病毒抗原自我檢測套組,43,2022/05/09 08:09:02,無
5939190025,呂藥師藥局,雲林縣口湖鄉梧南村文光路１２號,120.1901,23.54536,(05)7907472,羅氏家用新冠病毒抗原自我檢測套組,59,2022/05/09 08:09:02,不固定營業時間，請先電話洽詢
5939200053,嘉南藥局,雲林縣水林鄉水北村自強街２號,120.245,23.57265,(05)7853216,羅氏家用新冠病毒抗原自我檢測套組,9,2022/05/09 08:09:02,早上開始營業同時販賣快篩.試劑（TEL:05-7853078）
5939201238,正大藥局,雲林縣水林鄉水林路４２號１樓,120.2448,23.5725,(05)7852069,羅氏家用新冠病毒抗原自我檢測套組,47,2022/05/09 08:09:02,固定每天早上8點開始販售，售完為止
5939201336,全仁藥局,雲林縣水林鄉水林路１３０號,120.2425,23.572,(05)7852721,羅氏家用新冠病毒抗原自我檢測套組,46,2022/05/09 08:09:02,快篩實名制星期一到星期日上午8點開賣（視快篩到貨時間開賣）
5940011295,正仁藥局,嘉義縣朴子市竹圍里南通路三段５５９號,120.2427,23.45932,(05)3798978,羅氏家用新冠病毒抗原自我檢測套組,41,2022/05/09 08:09:02,上午八點20分開始販售快篩試劑
5940011302,開元藥局,嘉義縣朴子市開元路１５４號,120.2446,23.46725,(05)3700014,羅氏家用新冠病毒抗原自我檢測套組,3,2022/05/09 08:09:02,週一至週五08:30~售完為止，週六、週日到貨即賣~售完為止。
5940011544,弘安藥局,嘉義縣朴子市新進路３１號,120.2415,23.46202,(05)3707000,羅氏家用新冠病毒抗原自我檢測套組,66,2022/05/09 08:09:02,8:00-22；00
5940011875,華信藥局,嘉義縣朴子市平和里市東路２８號,120.2462,23.46436,(05)3705889,羅氏家用新冠病毒抗原自我檢測套組,73,2022/05/09 08:09:02,無
5940021157,康富藥師藥局,嘉義縣布袋鎮博愛二街２２號,120.1676,23.37901,(05)3470511,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/09 08:09:02,快篩：星期一至星期六下午5點起售完為止中午12-14點休息星期日10點起
5940030058,萬有藥局,嘉義縣大林鎮平林里民權路３６號,120.4599,23.60009,(05)2654246,羅氏家用新冠病毒抗原自我檢測套組,67,2022/05/09 08:09:02,周一～周六 08:00-21:30週日 08:00-12:00
5940031340,光佑藥局,嘉義縣大林鎮東林里平和街３１之３號,120.4566,23.60291,(05)2649239,羅氏家用新冠病毒抗原自我檢測套組,45,2022/05/09 08:09:02,周一至周六0800-2100周日0800-1200
5940031368,溝背藥局,嘉義縣大林鎮義和里三塊厝７－７號,120.4859,23.61441,(05)2955878,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,快篩早上10點開始販賣，週日不販賣快篩.營業時間星期一至星期六0800-1200；1430-1930.星期日0800-1200，下午晚上休息.
5940040045,七星藥局,嘉義縣民雄鄉東榮村中樂路１６號,120.4313,23.55643,(05)2261977,羅氏家用新冠病毒抗原自我檢測套組,61,2022/05/09 08:09:02,周一~周日 08:00-售罄
5940041435,嘉方藥局,嘉義縣民雄鄉中樂村昇平路５８號,120.4303,23.55781,(05)2066747,羅氏家用新冠病毒抗原自我檢測套組,63,2022/05/09 08:09:02,早上08:00開始販賣，賣完為止，周六晚休、周日午晚休
5940041515,福樂藥局,嘉義縣民雄鄉福樂村建國路三段２５６號,120.4391,23.52621,(05)2130802,羅氏家用新冠病毒抗原自我檢測套組,68,2022/05/09 08:09:02,周一~周五08:00-12:00 16:00-20:00周六 08:00-12:00
5940041597,民雄弘安藥局,嘉義縣民雄鄉建國路一段４５號,120.4336,23.5556,(05)2060200,羅氏家用新冠病毒抗原自我檢測套組,59,2022/05/09 08:09:02,無
5940041668,民雄照安藥局,嘉義縣民雄鄉中樂路２１號１樓,120.431,23.55621,(05)2060368,羅氏家用新冠病毒抗原自我檢測套組,53,2022/05/09 08:09:02,周一至周日8:00開始販售口罩，現場排隊，售完為止
5940041695,春森藥局,嘉義縣民雄鄉東榮村９鄰和平路３７號,120.4318,23.55674,(05)2266957,羅氏家用新冠病毒抗原自我檢測套組,6,2022/05/09 08:09:02,08:00~售罄
5940041720,民雄久久藥局,嘉義縣民雄鄉西安村安和路２號之１,120.4277,23.55599,(05)2263294,羅氏家用新冠病毒抗原自我檢測套組,69,2022/05/09 08:09:02,快篩領取:配送到貨開始販售，至售完為止
5940041828,民雄丁丁藥局,嘉義縣民雄鄉文化路３－７號,120.4282,23.55087,(05)2260990,羅氏家用新冠病毒抗原自我檢測套組,49,2022/05/09 08:09:02,無
5940050069,明生藥局,嘉義縣溪口鄉溪東村民生街１５５號,120.3962,23.60334,(05)2698027,羅氏家用新冠病毒抗原自我檢測套組,34,2022/05/09 08:09:02,08:00~售罄
5940051100,滋元藥局,嘉義縣溪口鄉中正路１０９之３號,120.3966,23.60433,(05)2696287,羅氏家用新冠病毒抗原自我檢測套組,42,2022/05/09 08:09:02,周一 ～ 周六（0800~1930）、周日（0800~1200）
5940051119,宇安藥局,嘉義縣溪口鄉坪頂村溪民路３１號,120.4003,23.60387,(05)2697736,羅氏家用新冠病毒抗原自我檢測套組,60,2022/05/09 08:09:02,8:00-12:00，14:00-19:00，六日，8:00-12:00， 販售快篩
5940060056,黃莉雅藥局,嘉義縣新港鄉宮前村新民路１６號,120.3468,23.55654,(05)3747329,羅氏家用新冠病毒抗原自我檢測套組,59,2022/05/09 08:09:02,營業時間8:00， 準備就緒後， 即開始販售， 售完為止.
5940071102,良信藥局,嘉義縣六腳鄉蒜頭村１９０－５號,120.292,23.4947,(05)3805085,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,快篩實名制 預訂W1-W5 13:30； W6 08:30（若未獲配送 則可能停售））； 周日 休息
5940090045,捷生藥局,嘉義縣義竹鄉六桂村１５２之３號,120.2454,23.33736,(05)3418593,羅氏家用新冠病毒抗原自我檢測套組,70,2022/05/09 08:09:02,無
5940090107,人生藥局,嘉義縣義竹鄉六桂村２鄰義竹１５３號,120.2444,23.33747,(05)3411428,羅氏家用新冠病毒抗原自我檢測套組,12,2022/05/09 08:09:02,無
